,Provincia,FORMULAS - AGRUPACIONES    POLITICAS,VOTOS,%
236,MISIONES,LOPEZ MURPHY - GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA    RECREAR EL CRECIMIENTO), 38064 ,8.68
237,MISIONES,MOREAU - LOSADA (UNION CIVICA RADICAL), 33016 ,7.53
238,MISIONES,BRAVO - GIUSTINIANI (SOCIALISTA), 2460 ,0.56
239,MISIONES,WALSH - PARRILLI (ALIANZA IZQUIERDA UNIDA), 2418 ,0.55
240,MISIONES,ZAFFORE - PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 2291 ,0.52
241,MISIONES,VENTURINO - PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 1991 ,0.45
242,MISIONES,ALTAMIRA - SALAS (OBRERO), 1738 ,0.40
243,MISIONES,SULLING - AMBROSIO (HUMANISTA), 1566 ,0.36
244,MISIONES,MUSSA - SUAREZ (ALIANZA UNIDOS O DOMINADOS), 1464 ,0.33
245,MISIONES,TERAN - BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 1449 ,0.33
246,MISIONES,ARCAGNI - ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 1179 ,0.27
247,MISIONES,BREIDE OBEID - VASENA (POPULAR DE LA RECONSTRUCCION), 151 ,0.03
248,MISIONES,HERRERA - CUNEO (DEMOCRATA CRISTIANO), 75 ,0.02
249,MISIONES,MAZZITELLI - CAMPS (SOCIALISTA AUTENTICO), 15 ,0.00
250,NEUQUEN,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 61121 ,25.27
251,NEUQUEN,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 60525 ,25.02
252,NEUQUEN,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 41271 ,17.06
253,NEUQUEN,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 40925 ,16.92
254,NEUQUEN,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 19846 ,8.21
255,NEUQUEN,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 3947 ,1.63
256,NEUQUEN,ALTAMIRA -    SALAS (OBRERO), 2859 ,1.18
257,NEUQUEN,BRAVO -    GIUSTINIANI (SOCIALISTA), 2684 ,1.11
258,NEUQUEN,SULLING -    AMBROSIO (HUMANISTA), 2072 ,0.86
259,NEUQUEN,MOREAU -    LOSADA (UNION CIVICA RADICAL), 1985 ,0.82
260,NEUQUEN,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 1164 ,0.48
261,NEUQUEN,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 1058 ,0.44
262,NEUQUEN,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 871 ,0.36
263,NEUQUEN,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 841 ,0.35
264,NEUQUEN,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 684 ,0.28
265,NEUQUEN,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO), 12 ,0.00
266,NEUQUEN,MAZZITELLI - CAMPS (SOCIALISTA AUTENTICO), - ,0.00
267,NEUQUEN,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), - ,0.00
268,RIO NEGRO,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 92726 ,35.39
269,RIO NEGRO,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 45925 ,17.53
270,RIO NEGRO,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 40517 ,15.46
271,RIO NEGRO,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 39139 ,14.94
272,RIO NEGRO,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 19235 ,7.34
273,RIO NEGRO,MOREAU -    LOSADA (UNION CIVICA RADICAL), 8709 ,3.32
274,RIO NEGRO,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 3182 ,1.21
275,RIO NEGRO,BRAVO -    GIUSTINIANI (SOCIALISTA), 2590 ,0.99
276,RIO NEGRO,SULLING -    AMBROSIO (HUMANISTA), 2407 ,0.92
277,RIO NEGRO,ALTAMIRA -    SALAS (OBRERO), 2155 ,0.82
278,RIO NEGRO,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 1252 ,0.48
279,RIO NEGRO,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 1069 ,0.41
280,RIO NEGRO,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 1012 ,0.39
281,RIO NEGRO,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 878 ,0.34
282,RIO NEGRO,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 595 ,0.23
283,RIO NEGRO,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 582 ,0.22
284,RIO NEGRO,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 39 ,0.01
285,RIO NEGRO,MAZZITELLI -    CAMPS (SOCIALISTA AUTENTICO), 6 ,0.00
286,SALTA,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 217474 ,44.80
287,SALTA,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 94359 ,19.44
288,SALTA,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 64048 ,13.19
289,SALTA,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 40265 ,8.29
290,SALTA,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 32732 ,6.74
291,SALTA,ALTAMIRA -    SALAS (OBRERO), 13814 ,2.85
292,SALTA,MOREAU -    LOSADA (UNION CIVICA RADICAL), 7885 ,1.62
293,SALTA,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 3370 ,0.69
294,SALTA,SULLING -    AMBROSIO (HUMANISTA), 2315 ,0.48
295,SALTA,BRAVO -    GIUSTINIANI (SOCIALISTA), 2056 ,0.42
296,SALTA,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 1748 ,0.36
297,SALTA,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 1475 ,0.30
298,SALTA,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 1404 ,0.29
299,SALTA,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 1162 ,0.24
300,SALTA,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 816 ,0.17
301,SALTA,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 429 ,0.09
302,SALTA,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 88 ,0.02
303,SALTA,MAZZITELLI - CAMPS    (SOCIALISTA AUTENTICO), 16 ,0.00
304,SAN JUAN,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 112955 ,35.68
305,SAN JUAN,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 85278 ,26.94
306,SAN JUAN,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 64097 ,20.25
307,SAN JUAN,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 30572 ,9.66
308,SAN JUAN,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 10220 ,3.23
309,SAN JUAN,MOREAU -    LOSADA (UNION CIVICA RADICAL), 3384 ,1.07
310,SAN JUAN,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 2509 ,0.79
311,SAN JUAN,BRAVO -    GIUSTINIANI (SOCIALISTA), 1678 ,0.53
312,SAN JUAN,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 826 ,0.26
313,SAN JUAN,ALTAMIRA -    SALAS (OBRERO), 774 ,0.24
314,SAN JUAN,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 719 ,0.23
315,SAN JUAN,SULLING -    AMBROSIO (HUMANISTA), 660 ,0.21
316,SAN JUAN,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 643 ,0.20
317,SAN JUAN,MAZZITELLI -    CAMPS (SOCIALISTA AUTENTICO), 567 ,0.18
318,SAN JUAN,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 460 ,0.15
319,SAN JUAN,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 451 ,0.14
320,SAN JUAN,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 401 ,0.13
321,SAN JUAN,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 394 ,0.12
322,SAN LUIS,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 179162 ,87.39
323,SAN LUIS,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 7207 ,3.52
324,SAN LUIS,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 6927 ,3.38
325,SAN LUIS,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 4687 ,2.29
326,SAN LUIS,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 2627 ,1.28
327,SAN LUIS,MOREAU -    LOSADA (UNION CIVICA RADICAL), 1567 ,0.76
328,SAN LUIS,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 1131 ,0.55
329,SAN LUIS,BRAVO -    GIUSTINIANI (SOCIALISTA), 572 ,0.28
330,SAN LUIS,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 346 ,0.17
331,SAN LUIS,ALTAMIRA -    SALAS (OBRERO), 294 ,0.14
332,SAN LUIS,SULLING -    AMBROSIO (HUMANISTA), 187 ,0.09
333,SAN LUIS,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 183 ,0.09
334,SAN LUIS,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 133 ,0.06
335,SAN LUIS,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 3 ,0.00
336,SANTA CRUZ,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 79120 ,79.25
337,SANTA CRUZ,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 7093 ,7.10
338,SANTA CRUZ,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 4567 ,4.57
339,SANTA CRUZ,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 3906 ,3.91
340,SANTA CRUZ,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 2053 ,2.06
341,SANTA CRUZ,MOREAU -    LOSADA (UNION CIVICA RADICAL), 990 ,0.99
342,SANTA CRUZ,ALTAMIRA -    SALAS (OBRERO), 613 ,0.61
343,SANTA CRUZ,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 363 ,0.36
344,SANTA CRUZ,BRAVO -    GIUSTINIANI (SOCIALISTA), 248 ,0.25
345,SANTA CRUZ,SULLING -    AMBROSIO (HUMANISTA), 194 ,0.19
346,SANTA CRUZ,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 181 ,0.18
347,SANTA CRUZ,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 129 ,0.13
348,SANTA CRUZ,MAZZITELLI -    CAMPS (SOCIALISTA AUTENTICO), 98 ,0.10
349,SANTA CRUZ,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 91 ,0.09
350,SANTA CRUZ,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 72 ,0.07
351,SANTA CRUZ,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 72 ,0.07
352,SANTA CRUZ,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 2 ,0.00
353,SANTA CRUZ,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 45 ,0.05
354,SANTA FE,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 425886 ,25.26
355,SANTA FE,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 424085 ,25.16
356,SANTA FE,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 292124 ,17.33
357,SANTA FE,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 271591 ,16.11
358,SANTA FE,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD),    144154 ,8.55
359,SANTA FE,MOREAU -    LOSADA (UNION CIVICA RADICAL), 27074 ,1.61
360,SANTA FE,BRAVO -    GIUSTINIANI (SOCIALISTA), 26894 ,1.60
361,SANTA FE,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 24187 ,1.43
362,SANTA FE,ALTAMIRA -    SALAS (OBRERO), 8984 ,0.53
363,SANTA FE,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 8100 ,0.48
364,SANTA FE,SULLING -    AMBROSIO (HUMANISTA), 5669 ,0.34
365,SANTA FE,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 4774 ,0.28
366,SANTA FE,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 4755 ,0.28
367,SANTA FE,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 4531 ,0.27
368,SANTA FE,MAZZITELLI -    CAMPS (SOCIALISTA AUTENTICO), 3949 ,0.23
369,SANTA FE,BREIDE OBEID    -VASENA (POPULAR DE LA RECONSTRUCCION), 3844 ,0.23
370,SANTA FE,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 3453 ,0.20
371,SANTA FE,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 1681 ,0.10
372,SANTIAGO DEL ESTERO,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 144213 ,41.65
373,SANTIAGO DEL ESTERO,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 137899 ,39.83
374,SANTIAGO DEL ESTERO,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO),22513 ,6.50
375,SANTIAGO DEL ESTERO,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD),15164 ,4.38
376,SANTIAGO DEL ESTERO,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 11447 ,3.31
377,SANTIAGO DEL ESTERO,MOREAU -    LOSADA (UNION CIVICA RADICAL),8819 ,2.55
378,SANTIAGO DEL ESTERO,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 2668 ,0.77
379,SANTIAGO DEL ESTERO,BRAVO -    GIUSTINIANI (SOCIALISTA), 1077 ,0.31
380,SANTIAGO DEL ESTERO,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 1043 ,0.30
381,SANTIAGO DEL ESTERO,ALTAMIRA -    SALAS (OBRERO),430 ,0.12
382,SANTIAGO DEL ESTERO,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO),318 ,0.09
383,SANTIAGO DEL ESTERO,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 309 ,0.09
384,SANTIAGO DEL ESTERO,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 245 ,0.07
385,SANTIAGO DEL ESTERO,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS),68 ,0.02
386,TUCUMAN,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 199699 ,31.36
387,TUCUMAN,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 153171 ,24.05
388,TUCUMAN,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 122383 ,19.22
389,TUCUMAN,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 80867 ,12.70
390,TUCUMAN,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 49005 ,7.70
391,TUCUMAN,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 5552 ,0.87
392,TUCUMAN,MOREAU -    LOSADA (UNION CIVICA RADICAL), 5547 ,0.87
393,TUCUMAN,ALTAMIRA -    SALAS (OBRERO), 4845 ,0.76
394,TUCUMAN,BRAVO -    GIUSTINIANI (SOCIALISTA), 3300 ,0.52
395,TUCUMAN,SULLING -    AMBROSIO (HUMANISTA), 2872 ,0.45
396,TUCUMAN,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 2099 ,0.33
397,TUCUMAN,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 1871 ,0.29
398,TUCUMAN,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 1711 ,0.27
399,TUCUMAN,MAZZITELLI -    CAMPS (SOCIALISTA AUTENTICO), 1644 ,0.26
400,TUCUMAN,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 1162 ,0.18
401,TUCUMAN,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 1017 ,0.16
402,TUCUMAN,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 21 ,0.00
403,TUCUMAN,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 52 ,0.01
